id,cycle,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
1,1,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,2,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,3,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,4,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,5,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,6,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,7,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,8,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,9,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,10,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,11,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,12,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,13,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,14,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,15,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,16,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,17,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,18,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,19,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,20,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,21,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,22,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,23,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,24,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,25,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,26,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,27,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,28,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,29,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,30,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,31,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,32,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,33,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,34,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,35,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,36,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,37,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,38,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,39,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,40,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,41,392,392,392,392,392,392,392,392,392,392,392,392,392,392
